Event_ID,Lead_ID,Campaign_ID,Channel,Event_Type,Event_Date,Device
EVT025551,LEAD33371,CMP006,Email,Impression,2025-06-06,Mobile
EVT025552,LEAD07257,CMP016,LinkedIn,Impression,2025-03-02,Mobile
EVT025553,LEAD43328,CMP015,Email,Customer,2025-07-28,Desktop
EVT025554,LEAD46455,CMP008,Social Media,Impression,2025-02-04,Desktop
EVT025555,LEAD28252,CMP010,Email,Impression,2025-07-28,Mobile
EVT025556,LEAD46742,CMP014,LinkedIn,Click,2025-11-08,Mobile
EVT025557,LEAD31978,CMP010,YouTube,Click,2025-03-03,Mobile
EVT025558,LEAD32665,CMP019,LinkedIn,Lead,2025-06-30,Tablet
EVT025559,LEAD06715,CMP014,LinkedIn,Impression,2025-03-04,Mobile
EVT025560,LEAD41145,CMP018,YouTube,Lead,2025-06-22,Mobile
EVT025561,LEAD11702,CMP018,Google Ads,Impression,2025-06-14,Mobile
EVT025562,LEAD14892,CMP004,YouTube,Click,2025-08-05,Mobile
EVT025563,LEAD36020,CMP003,Google Ads,Impression,2025-09-05,Mobile
EVT025564,LEAD27517,CMP017,Social Media,Impression,2025-05-18,Mobile
EVT025565,LEAD40913,CMP003,LinkedIn,Impression,2025-11-26,Mobile
EVT025566,LEAD49207,CMP007,Social Media,Click,2025-11-04,Mobile
EVT025567,LEAD09917,CMP006,Social Media,Impression,2025-07-24,Mobile
EVT025568,LEAD02911,CMP003,Email,Click,2025-08-04,Mobile
EVT025569,LEAD18255,CMP013,Social Media,Click,2025-07-10,Mobile
EVT025570,LEAD44251,CMP018,Google Ads,Impression,2025-05-22,Mobile
EVT025571,LEAD36117,CMP013,Google Ads,Lead,2025-12-03,Mobile
EVT025572,LEAD17986,CMP012,YouTube,Impression,2025-05-20,Mobile
EVT025573,LEAD22152,CMP007,Social Media,Impression,2025-12-07,Tablet
EVT025574,LEAD05831,CMP018,Google Ads,Impression,2025-08-05,Mobile
EVT025575,LEAD44298,CMP019,Email,Impression,2025-12-13,Desktop
EVT025576,LEAD40889,CMP014,Social Media,Impression,2025-05-08,Mobile
EVT025577,LEAD18475,CMP012,Social Media,Lead,2025-04-01,Mobile
EVT025578,LEAD05481,CMP017,Google Ads,Impression,2025-11-22,Mobile
EVT025579,LEAD09444,CMP009,Email,Click,2025-08-03,Desktop
EVT025580,LEAD39139,CMP004,Social Media,Qualified Lead,2025-07-31,Mobile
EVT025581,LEAD32939,CMP005,LinkedIn,Lead,2025-09-08,Mobile
EVT025582,LEAD02810,CMP003,YouTube,Impression,2025-01-31,Mobile
EVT025583,LEAD39762,CMP007,Google Ads,Click,2025-04-21,Tablet
EVT025584,LEAD26931,CMP016,Social Media,Impression,2025-02-26,Tablet
EVT025585,LEAD23096,CMP020,Social Media,Impression,2025-10-06,Mobile
EVT025586,LEAD11947,CMP004,Google Ads,Impression,2025-06-05,Desktop
EVT025587,LEAD03992,CMP009,YouTube,Impression,2025-08-11,Mobile
EVT025588,LEAD23520,CMP003,Social Media,Impression,2025-11-27,Mobile
EVT025589,LEAD26658,CMP019,Google Ads,Lead,2025-04-07,Mobile
EVT025590,LEAD00827,CMP013,Google Ads,Click,2025-06-30,Desktop
EVT025591,LEAD42626,CMP018,LinkedIn,Impression,2025-05-10,Mobile
EVT025592,LEAD16514,CMP002,Social Media,Click,2025-10-09,Mobile
EVT025593,LEAD17802,CMP005,Google Ads,Customer,2025-06-10,Desktop
EVT025594,LEAD29847,CMP014,Social Media,Impression,2025-08-22,Mobile
EVT025595,LEAD39567,CMP013,LinkedIn,Impression,2025-01-23,Mobile
EVT025596,LEAD23158,CMP010,Google Ads,Impression,2025-10-24,Desktop
EVT025597,LEAD28364,CMP012,Social Media,Lead,2025-01-07,Mobile
EVT025598,LEAD05137,CMP006,Social Media,Lead,2025-08-31,Desktop
EVT025599,LEAD17422,CMP015,Google Ads,Impression,2025-07-15,Mobile
EVT025600,LEAD12492,CMP001,Social Media,Impression,2025-09-22,Desktop
EVT025601,LEAD07547,CMP003,Google Ads,Click,2025-11-29,Desktop
EVT025602,LEAD05904,CMP007,Email,Impression,2025-07-17,Mobile
EVT025603,LEAD46624,CMP004,LinkedIn,Impression,2025-11-15,Desktop
EVT025604,LEAD16407,CMP006,Social Media,Click,2025-11-07,Desktop
EVT025605,LEAD14950,CMP015,LinkedIn,Click,2025-04-23,Mobile
EVT025606,LEAD09826,CMP011,Social Media,Impression,2025-07-01,Mobile
EVT025607,LEAD06288,CMP014,Google Ads,Impression,2025-11-20,Mobile
EVT025608,LEAD44962,CMP018,Google Ads,Click,2025-05-27,Mobile
EVT025609,LEAD34174,CMP016,Google Ads,Click,2025-06-25,Desktop
EVT025610,LEAD42439,CMP017,Email,Impression,2025-09-23,Mobile
EVT025611,LEAD17579,CMP017,Email,Impression,2025-10-13,Desktop
EVT025612,LEAD41536,CMP017,Social Media,Impression,2025-12-22,Mobile
EVT025613,LEAD07924,CMP020,YouTube,Click,2025-05-07,Mobile
EVT025614,LEAD34375,CMP002,YouTube,Impression,2025-11-29,Desktop
EVT025615,LEAD41412,CMP004,Google Ads,Impression,2025-01-15,Desktop
EVT025616,LEAD08317,CMP011,YouTube,Impression,2025-07-09,Tablet
EVT025617,LEAD44415,CMP018,YouTube,Qualified Lead,2025-10-08,Mobile
EVT025618,LEAD10557,CMP013,Social Media,Impression,2025-02-13,Mobile
EVT025619,LEAD10059,CMP019,Social Media,Impression,2025-10-21,Desktop
EVT025620,LEAD39019,CMP012,LinkedIn,Impression,2025-07-28,Tablet
EVT025621,LEAD34452,CMP017,Social Media,Lead,2025-06-19,Mobile
EVT025622,LEAD25483,CMP009,Social Media,Impression,2025-07-03,Desktop
EVT025623,LEAD44495,CMP011,Email,Impression,2025-06-14,Mobile
EVT025624,LEAD25006,CMP006,YouTube,Impression,2025-01-13,Desktop
EVT025625,LEAD19136,CMP013,Email,Impression,2025-04-07,Tablet
EVT025626,LEAD23889,CMP011,YouTube,Impression,2025-01-03,Mobile
EVT025627,LEAD32482,CMP015,YouTube,Impression,2025-01-07,Desktop
EVT025628,LEAD28402,CMP011,YouTube,Impression,2025-01-04,Mobile
EVT025629,LEAD40432,CMP004,YouTube,Impression,2025-05-05,Mobile
EVT025630,LEAD24938,CMP020,Email,Impression,2025-07-24,Desktop
EVT025631,LEAD45852,CMP010,Google Ads,Click,2025-07-09,Mobile
EVT025632,LEAD13147,CMP010,Social Media,Impression,2025-02-26,Desktop
EVT025633,LEAD30102,CMP008,Google Ads,Customer,2025-03-31,Mobile
EVT025634,LEAD11254,CMP001,LinkedIn,Impression,2025-05-06,Desktop
EVT025635,LEAD48505,CMP004,LinkedIn,Click,2025-01-25,Mobile
EVT025636,LEAD03224,CMP004,Google Ads,Impression,2025-07-23,Mobile
EVT025637,LEAD05442,CMP008,Email,Impression,2025-12-27,Mobile
EVT025638,LEAD42591,CMP016,YouTube,Impression,2025-05-02,Desktop
EVT025639,LEAD40150,CMP014,Google Ads,Impression,2025-11-13,Tablet
EVT025640,LEAD12864,CMP002,LinkedIn,Impression,2025-09-14,Mobile
EVT025641,LEAD37953,CMP002,Email,Impression,2025-07-26,Mobile
EVT025642,LEAD29565,CMP005,Social Media,Lead,2025-01-12,Desktop
EVT025643,LEAD16654,CMP003,Social Media,Impression,2025-01-23,Desktop
EVT025644,LEAD24089,CMP009,Social Media,Lead,2025-09-02,Mobile
EVT025645,LEAD22500,CMP006,Google Ads,Click,2025-03-18,Desktop
EVT025646,LEAD42084,CMP014,Social Media,Impression,2025-04-24,Desktop
EVT025647,LEAD23683,CMP019,Email,Impression,2025-11-13,Mobile
EVT025648,LEAD32133,CMP009,Google Ads,Customer,2025-07-06,Mobile
EVT025649,LEAD04534,CMP007,Google Ads,Impression,2025-03-08,Mobile
EVT025650,LEAD17427,CMP014,Social Media,Customer,2025-01-17,Mobile
EVT025651,LEAD14561,CMP007,Google Ads,Impression,2025-08-02,Tablet
EVT025652,LEAD34410,CMP010,Google Ads,Impression,2025-01-05,Mobile
EVT025653,LEAD15926,CMP002,Social Media,Impression,2025-12-19,Desktop
EVT025654,LEAD22988,CMP006,Google Ads,Impression,2025-10-14,Mobile
EVT025655,LEAD10634,CMP005,LinkedIn,Impression,2025-07-04,Mobile
EVT025656,LEAD36066,CMP006,Social Media,Impression,2025-12-29,Mobile
EVT025657,LEAD30126,CMP015,Social Media,Impression,2025-04-09,Desktop
EVT025658,LEAD03997,CMP012,Social Media,Lead,2025-04-11,Mobile
EVT025659,LEAD00015,CMP012,Social Media,Click,2025-07-07,Mobile
EVT025660,LEAD14896,CMP003,Google Ads,Impression,2025-08-15,Tablet
EVT025661,LEAD01675,CMP009,Google Ads,Impression,2025-01-08,Mobile
EVT025662,LEAD37868,CMP016,Google Ads,Impression,2025-01-06,Desktop
EVT025663,LEAD20002,CMP007,Social Media,Impression,2025-07-12,Tablet
EVT025664,LEAD17865,CMP013,Email,Lead,2025-12-20,Desktop
EVT025665,LEAD26322,CMP020,Email,Click,2025-06-04,Mobile
EVT025666,LEAD24083,CMP019,Email,Customer,2025-03-01,Mobile
EVT025667,LEAD40132,CMP015,Google Ads,Qualified Lead,2025-02-15,Mobile
EVT025668,LEAD05958,CMP019,Google Ads,Impression,2025-12-21,Mobile
EVT025669,LEAD04211,CMP009,Google Ads,Qualified Lead,2025-01-21,Mobile
EVT025670,LEAD48545,CMP017,YouTube,Impression,2025-12-01,Tablet
EVT025671,LEAD18070,CMP009,YouTube,Click,2025-03-30,Mobile
EVT025672,LEAD34852,CMP001,Email,Impression,2025-10-31,Mobile
EVT025673,LEAD26866,CMP020,YouTube,Impression,2025-10-03,Desktop
EVT025674,LEAD18071,CMP008,Google Ads,Impression,2025-10-17,Mobile
EVT025675,LEAD04159,CMP017,Email,Impression,2025-11-07,Tablet
EVT025676,LEAD49340,CMP004,YouTube,Lead,2025-07-25,Desktop
EVT025677,LEAD35551,CMP002,Social Media,Qualified Lead,2025-05-18,Desktop
EVT025678,LEAD20573,CMP001,Social Media,Impression,2025-12-01,Mobile
EVT025679,LEAD04101,CMP020,Email,Impression,2025-02-01,Mobile
EVT025680,LEAD44470,CMP019,Email,Impression,2025-03-21,Mobile
EVT025681,LEAD15526,CMP014,Email,Impression,2025-01-01,Mobile
EVT025682,LEAD18457,CMP001,LinkedIn,Impression,2025-12-07,Mobile
EVT025683,LEAD00098,CMP014,LinkedIn,Click,2025-07-31,Mobile
EVT025684,LEAD09484,CMP004,Email,Click,2025-07-17,Mobile
EVT025685,LEAD36233,CMP020,LinkedIn,Lead,2025-03-04,Mobile
EVT025686,LEAD01788,CMP003,LinkedIn,Impression,2025-06-12,Mobile
EVT025687,LEAD40532,CMP018,Google Ads,Click,2025-03-06,Mobile
EVT025688,LEAD21789,CMP020,Email,Impression,2025-09-01,Desktop
EVT025689,LEAD33452,CMP007,Social Media,Lead,2025-08-19,Mobile
EVT025690,LEAD16093,CMP001,YouTube,Impression,2025-02-01,Tablet
EVT025691,LEAD01133,CMP016,Social Media,Impression,2025-04-03,Mobile
EVT025692,LEAD12315,CMP013,Google Ads,Qualified Lead,2025-01-26,Mobile
EVT025693,LEAD38646,CMP003,LinkedIn,Click,2025-09-13,Mobile
EVT025694,LEAD22583,CMP012,Google Ads,Impression,2025-06-22,Desktop
EVT025695,LEAD27781,CMP004,Email,Click,2025-02-16,Tablet
EVT025696,LEAD32237,CMP019,Google Ads,Impression,2025-08-21,Desktop
EVT025697,LEAD13069,CMP014,Social Media,Lead,2025-04-14,Mobile
EVT025698,LEAD47402,CMP007,Social Media,Impression,2025-10-05,Desktop
EVT025699,LEAD48527,CMP004,Email,Impression,2025-07-01,Mobile
EVT025700,LEAD11058,CMP012,Email,Lead,2025-08-15,Tablet
EVT025701,LEAD33623,CMP007,Email,Click,2025-10-20,Mobile
EVT025702,LEAD38507,CMP014,Social Media,Click,2025-02-03,Mobile
EVT025703,LEAD02027,CMP015,Social Media,Click,2025-03-22,Mobile
EVT025704,LEAD26564,CMP006,Email,Impression,2025-03-20,Mobile
EVT025705,LEAD38134,CMP017,Social Media,Click,2025-04-10,Desktop
EVT025706,LEAD02551,CMP017,YouTube,Impression,2025-08-09,Desktop
EVT025707,LEAD30923,CMP012,LinkedIn,Lead,2025-02-20,Desktop
EVT025708,LEAD07090,CMP004,Social Media,Impression,2025-11-19,Desktop
EVT025709,LEAD16624,CMP007,Google Ads,Qualified Lead,2025-04-21,Mobile
EVT025710,LEAD49642,CMP004,Google Ads,Lead,2025-04-30,Mobile
EVT025711,LEAD12044,CMP007,LinkedIn,Click,2025-08-02,Mobile
EVT025712,LEAD01037,CMP006,YouTube,Click,2025-08-02,Mobile
EVT025713,LEAD22517,CMP004,Email,Qualified Lead,2025-07-01,Mobile
EVT025714,LEAD21165,CMP010,Social Media,Impression,2025-06-08,Desktop
EVT025715,LEAD06123,CMP001,Social Media,Impression,2025-03-30,Mobile
EVT025716,LEAD47347,CMP001,Social Media,Impression,2025-03-28,Tablet
EVT025717,LEAD31787,CMP007,Social Media,Lead,2025-02-26,Desktop
EVT025718,LEAD48458,CMP004,Email,Impression,2025-07-10,Mobile
EVT025719,LEAD16151,CMP016,Social Media,Impression,2025-11-06,Mobile
EVT025720,LEAD22095,CMP018,Social Media,Click,2025-02-16,Desktop
EVT025721,LEAD11693,CMP014,Google Ads,Impression,2025-02-09,Mobile
EVT025722,LEAD12055,CMP013,LinkedIn,Click,2025-06-04,Mobile
EVT025723,LEAD01768,CMP015,Google Ads,Impression,2025-03-06,Mobile
EVT025724,LEAD04709,CMP001,YouTube,Click,2025-10-07,Desktop
EVT025725,LEAD41122,CMP010,Google Ads,Impression,2025-01-26,Mobile
EVT025726,LEAD29293,CMP018,LinkedIn,Impression,2025-05-18,Mobile
EVT025727,LEAD28083,CMP005,Social Media,Impression,2025-04-10,Mobile
EVT025728,LEAD34025,CMP007,Social Media,Click,2025-10-08,Mobile
EVT025729,LEAD26735,CMP002,LinkedIn,Lead,2025-04-06,Mobile
EVT025730,LEAD42912,CMP009,Social Media,Impression,2025-12-11,Desktop
EVT025731,LEAD23462,CMP005,Social Media,Lead,2025-07-10,Mobile
EVT025732,LEAD05352,CMP018,YouTube,Click,2025-08-06,Mobile
EVT025733,LEAD47032,CMP012,Email,Impression,2025-12-29,Tablet
EVT025734,LEAD33518,CMP004,YouTube,Impression,2025-10-15,Mobile
EVT025735,LEAD17093,CMP016,Social Media,Qualified Lead,2025-06-11,Tablet
EVT025736,LEAD39185,CMP011,Google Ads,Click,2025-11-09,Desktop
EVT025737,LEAD39719,CMP019,Social Media,Impression,2025-07-26,Mobile
EVT025738,LEAD45097,CMP001,Email,Click,2025-12-14,Mobile
EVT025739,LEAD25042,CMP013,Google Ads,Click,2025-03-08,Mobile
EVT025740,LEAD25677,CMP005,Email,Customer,2025-07-24,Desktop
EVT025741,LEAD34482,CMP008,Google Ads,Impression,2025-08-27,Desktop
EVT025742,LEAD12778,CMP010,LinkedIn,Lead,2025-03-12,Mobile
EVT025743,LEAD24321,CMP015,Social Media,Impression,2025-06-25,Mobile
EVT025744,LEAD08309,CMP015,Google Ads,Impression,2025-01-19,Desktop
EVT025745,LEAD43442,CMP013,Google Ads,Click,2025-02-16,Mobile
EVT025746,LEAD48147,CMP002,Email,Impression,2025-03-20,Mobile
EVT025747,LEAD15330,CMP004,Social Media,Qualified Lead,2025-02-16,Mobile
EVT025748,LEAD13883,CMP013,Social Media,Impression,2025-04-23,Mobile
EVT025749,LEAD49348,CMP009,Email,Impression,2025-11-02,Desktop
EVT025750,LEAD04715,CMP005,Google Ads,Click,2025-09-19,Mobile
EVT025751,LEAD26051,CMP012,Google Ads,Click,2025-12-10,Mobile
EVT025752,LEAD43433,CMP002,Social Media,Impression,2025-07-28,Desktop
EVT025753,LEAD15754,CMP020,YouTube,Click,2025-10-07,Desktop
EVT025754,LEAD29980,CMP008,Google Ads,Impression,2025-06-24,Tablet
EVT025755,LEAD45090,CMP020,Email,Impression,2025-12-31,Mobile
EVT025756,LEAD14631,CMP016,Social Media,Click,2025-10-12,Desktop
EVT025757,LEAD17659,CMP020,Social Media,Qualified Lead,2025-05-07,Mobile
EVT025758,LEAD03710,CMP008,Google Ads,Impression,2025-01-15,Mobile
EVT025759,LEAD33107,CMP019,Email,Impression,2025-07-13,Mobile
EVT025760,LEAD39530,CMP020,Social Media,Impression,2025-07-01,Mobile
EVT025761,LEAD37044,CMP010,Email,Click,2025-11-18,Desktop
EVT025762,LEAD11492,CMP005,Social Media,Impression,2025-12-04,Mobile
EVT025763,LEAD39531,CMP003,Email,Impression,2025-12-12,Mobile
EVT025764,LEAD08835,CMP019,Google Ads,Click,2025-03-22,Mobile
EVT025765,LEAD14359,CMP020,Google Ads,Impression,2025-05-28,Desktop
EVT025766,LEAD09873,CMP002,Google Ads,Impression,2025-03-24,Mobile
EVT025767,LEAD21658,CMP007,YouTube,Impression,2025-03-28,Mobile
EVT025768,LEAD24828,CMP009,Social Media,Click,2025-08-30,Mobile
EVT025769,LEAD08174,CMP008,LinkedIn,Impression,2025-05-04,Tablet
EVT025770,LEAD16686,CMP019,YouTube,Impression,2025-03-05,Desktop
EVT025771,LEAD11334,CMP005,Email,Click,2025-05-20,Desktop
EVT025772,LEAD11357,CMP008,Google Ads,Impression,2025-01-03,Mobile
EVT025773,LEAD40585,CMP015,Google Ads,Impression,2025-05-08,Mobile
EVT025774,LEAD44918,CMP002,Social Media,Qualified Lead,2025-04-13,Mobile
EVT025775,LEAD11345,CMP012,YouTube,Qualified Lead,2025-01-11,Desktop
EVT025776,LEAD48956,CMP017,YouTube,Impression,2025-08-30,Desktop
EVT025777,LEAD44620,CMP016,Email,Lead,2025-11-10,Tablet
EVT025778,LEAD39999,CMP005,Social Media,Impression,2025-10-01,Mobile
EVT025779,LEAD41572,CMP001,Social Media,Qualified Lead,2025-05-16,Mobile
EVT025780,LEAD15796,CMP013,Email,Impression,2025-08-06,Mobile
EVT025781,LEAD29744,CMP007,Social Media,Lead,2025-12-09,Mobile
EVT025782,LEAD01944,CMP008,YouTube,Impression,2025-04-05,Mobile
EVT025783,LEAD24650,CMP019,Google Ads,Impression,2025-12-18,Mobile
EVT025784,LEAD46784,CMP014,Email,Lead,2025-07-18,Desktop
EVT025785,LEAD21022,CMP010,Google Ads,Impression,2025-08-14,Tablet
EVT025786,LEAD08349,CMP017,Social Media,Impression,2025-05-20,Desktop
EVT025787,LEAD11751,CMP018,Google Ads,Impression,2025-08-01,Mobile
EVT025788,LEAD05386,CMP002,YouTube,Impression,2025-05-02,Desktop
EVT025789,LEAD16640,CMP010,Social Media,Impression,2025-05-09,Mobile
EVT025790,LEAD19495,CMP018,Email,Impression,2025-01-13,Desktop
EVT025791,LEAD42012,CMP010,Social Media,Impression,2025-04-05,Mobile
EVT025792,LEAD49042,CMP002,Social Media,Impression,2025-08-23,Mobile
EVT025793,LEAD37801,CMP009,Email,Lead,2025-07-25,Mobile
EVT025794,LEAD39030,CMP016,Social Media,Impression,2025-05-19,Mobile
EVT025795,LEAD18641,CMP006,Google Ads,Impression,2025-03-03,Mobile
EVT025796,LEAD35403,CMP007,Email,Click,2025-01-25,Mobile
EVT025797,LEAD01892,CMP003,Google Ads,Impression,2025-12-24,Mobile
EVT025798,LEAD28260,CMP007,YouTube,Impression,2025-11-25,Mobile
EVT025799,LEAD28988,CMP020,Social Media,Qualified Lead,2025-05-19,Mobile
EVT025800,LEAD10684,CMP008,Google Ads,Lead,2025-02-03,Desktop
EVT025801,LEAD09968,CMP005,Social Media,Impression,2025-01-09,Mobile
EVT025802,LEAD12129,CMP003,Social Media,Impression,2025-04-14,Desktop
EVT025803,LEAD40195,CMP014,Google Ads,Impression,2025-01-12,Desktop
EVT025804,LEAD34739,CMP006,Google Ads,Customer,2025-05-20,Mobile
EVT025805,LEAD28296,CMP003,Social Media,Lead,2025-10-15,Mobile
EVT025806,LEAD20338,CMP007,Email,Impression,2025-06-10,Desktop
EVT025807,LEAD22203,CMP006,YouTube,Customer,2025-11-29,Mobile
EVT025808,LEAD06772,CMP020,Social Media,Click,2025-03-19,Mobile
EVT025809,LEAD43453,CMP018,Social Media,Qualified Lead,2025-03-30,Mobile
EVT025810,LEAD12858,CMP010,Social Media,Click,2025-06-15,Mobile
EVT025811,LEAD31302,CMP005,Social Media,Impression,2025-02-11,Mobile
EVT025812,LEAD31461,CMP008,Google Ads,Impression,2025-03-18,Mobile
EVT025813,LEAD21388,CMP015,Google Ads,Impression,2025-08-28,Mobile
EVT025814,LEAD49801,CMP016,Google Ads,Impression,2025-09-07,Mobile
EVT025815,LEAD09833,CMP011,Email,Impression,2025-12-11,Desktop
EVT025816,LEAD47409,CMP010,Social Media,Impression,2025-03-30,Mobile
EVT025817,LEAD12627,CMP001,Google Ads,Click,2025-09-18,Desktop
EVT025818,LEAD18486,CMP001,YouTube,Impression,2025-11-22,Desktop
EVT025819,LEAD13424,CMP017,Email,Impression,2025-10-20,Desktop
EVT025820,LEAD31404,CMP004,YouTube,Click,2025-02-08,Mobile
EVT025821,LEAD30624,CMP016,Social Media,Impression,2025-01-08,Mobile
EVT025822,LEAD16803,CMP019,Social Media,Lead,2025-09-25,Mobile
EVT025823,LEAD16334,CMP005,Email,Impression,2025-06-09,Desktop
EVT025824,LEAD35121,CMP003,LinkedIn,Impression,2025-09-24,Mobile
EVT025825,LEAD28086,CMP014,Google Ads,Qualified Lead,2025-08-26,Mobile
EVT025826,LEAD22160,CMP018,LinkedIn,Impression,2025-05-09,Mobile
EVT025827,LEAD24661,CMP018,Google Ads,Lead,2025-04-06,Desktop
EVT025828,LEAD34520,CMP003,Social Media,Impression,2025-08-28,Desktop
EVT025829,LEAD28798,CMP010,Google Ads,Impression,2025-08-12,Mobile
EVT025830,LEAD19042,CMP019,YouTube,Impression,2025-08-13,Desktop
EVT025831,LEAD44936,CMP003,Google Ads,Impression,2025-06-15,Mobile
EVT025832,LEAD22508,CMP014,Email,Click,2025-04-10,Mobile
EVT025833,LEAD05525,CMP008,Social Media,Lead,2025-07-06,Mobile
EVT025834,LEAD18736,CMP019,YouTube,Impression,2025-05-04,Desktop
EVT025835,LEAD27676,CMP006,Google Ads,Impression,2025-08-30,Desktop
EVT025836,LEAD47952,CMP009,Social Media,Click,2025-07-11,Mobile
EVT025837,LEAD17674,CMP016,Google Ads,Impression,2025-11-02,Mobile
EVT025838,LEAD44084,CMP006,Google Ads,Customer,2025-09-08,Desktop
EVT025839,LEAD35471,CMP016,Social Media,Impression,2025-02-16,Desktop
EVT025840,LEAD41604,CMP010,Google Ads,Impression,2025-06-26,Desktop
EVT025841,LEAD19290,CMP008,Social Media,Impression,2025-10-13,Mobile
EVT025842,LEAD31231,CMP015,Google Ads,Click,2025-06-25,Mobile
EVT025843,LEAD14543,CMP011,LinkedIn,Impression,2025-06-05,Desktop
EVT025844,LEAD45028,CMP011,YouTube,Impression,2025-03-13,Desktop
EVT025845,LEAD35691,CMP014,Google Ads,Impression,2025-08-28,Mobile
EVT025846,LEAD06655,CMP006,YouTube,Impression,2025-08-31,Desktop
EVT025847,LEAD02022,CMP012,YouTube,Impression,2025-03-13,Desktop
EVT025848,LEAD46724,CMP015,Google Ads,Lead,2025-06-18,Mobile
EVT025849,LEAD20009,CMP005,Social Media,Impression,2025-12-07,Desktop
EVT025850,LEAD22729,CMP011,Google Ads,Impression,2025-11-12,Desktop
EVT025851,LEAD24163,CMP003,Google Ads,Impression,2025-01-30,Mobile
EVT025852,LEAD27447,CMP003,Email,Impression,2025-12-17,Desktop
EVT025853,LEAD29980,CMP010,Social Media,Impression,2025-02-04,Mobile
EVT025854,LEAD48485,CMP010,Social Media,Impression,2025-12-01,Mobile
EVT025855,LEAD44079,CMP020,Google Ads,Lead,2025-10-27,Mobile
EVT025856,LEAD49289,CMP005,Social Media,Impression,2025-09-22,Mobile
EVT025857,LEAD04226,CMP009,Google Ads,Impression,2025-06-08,Mobile
EVT025858,LEAD09210,CMP010,Social Media,Click,2025-08-20,Desktop
EVT025859,LEAD44661,CMP011,Social Media,Impression,2025-11-19,Mobile
EVT025860,LEAD15724,CMP002,LinkedIn,Impression,2025-08-21,Desktop
EVT025861,LEAD45488,CMP002,Google Ads,Impression,2025-09-28,Mobile
EVT025862,LEAD03141,CMP014,Social Media,Lead,2025-04-04,Mobile
EVT025863,LEAD11722,CMP017,Email,Lead,2025-10-09,Tablet
EVT025864,LEAD02588,CMP008,Email,Impression,2025-02-27,Mobile
EVT025865,LEAD43343,CMP017,Social Media,Impression,2025-08-03,Desktop
EVT025866,LEAD39438,CMP013,YouTube,Impression,2025-06-29,Desktop
EVT025867,LEAD18990,CMP006,Email,Click,2025-03-31,Mobile
EVT025868,LEAD32727,CMP002,LinkedIn,Lead,2025-08-26,Mobile
EVT025869,LEAD05005,CMP020,Email,Impression,2025-07-01,Mobile
EVT025870,LEAD14302,CMP018,Google Ads,Impression,2025-08-01,Desktop
EVT025871,LEAD32680,CMP007,Social Media,Qualified Lead,2025-03-14,Mobile
EVT025872,LEAD28104,CMP005,YouTube,Click,2025-05-08,Desktop
EVT025873,LEAD41169,CMP001,YouTube,Lead,2025-01-21,Mobile
EVT025874,LEAD07505,CMP018,Google Ads,Qualified Lead,2025-11-21,Desktop
EVT025875,LEAD36579,CMP004,Social Media,Impression,2025-09-17,Mobile
EVT025876,LEAD06081,CMP016,Google Ads,Qualified Lead,2025-10-08,Mobile
EVT025877,LEAD07409,CMP006,YouTube,Impression,2025-01-14,Mobile
EVT025878,LEAD04154,CMP017,Google Ads,Impression,2025-10-05,Mobile
EVT025879,LEAD11056,CMP016,Social Media,Lead,2025-08-24,Desktop
EVT025880,LEAD19761,CMP008,Google Ads,Impression,2025-03-17,Mobile
EVT025881,LEAD17753,CMP013,Email,Click,2025-03-30,Mobile
EVT025882,LEAD24194,CMP020,Google Ads,Impression,2025-10-15,Desktop
EVT025883,LEAD03801,CMP004,YouTube,Lead,2025-12-19,Mobile
EVT025884,LEAD01038,CMP005,Social Media,Lead,2025-08-22,Mobile
EVT025885,LEAD30055,CMP011,Social Media,Lead,2025-08-12,Mobile
EVT025886,LEAD26867,CMP003,Social Media,Click,2025-04-20,Mobile
EVT025887,LEAD00993,CMP018,Social Media,Lead,2025-01-16,Mobile
EVT025888,LEAD23697,CMP012,Social Media,Impression,2025-10-07,Mobile
EVT025889,LEAD37279,CMP003,LinkedIn,Click,2025-07-04,Tablet
EVT025890,LEAD33162,CMP011,Social Media,Impression,2025-04-20,Mobile
EVT025891,LEAD08006,CMP015,Google Ads,Impression,2025-09-15,Desktop
EVT025892,LEAD29401,CMP003,Social Media,Impression,2025-08-13,Desktop
EVT025893,LEAD16742,CMP007,Email,Click,2025-04-05,Tablet
EVT025894,LEAD17566,CMP006,Social Media,Impression,2025-03-27,Mobile
EVT025895,LEAD39586,CMP003,YouTube,Qualified Lead,2025-04-10,Mobile
EVT025896,LEAD34834,CMP006,Social Media,Qualified Lead,2025-04-07,Mobile
EVT025897,LEAD12095,CMP001,YouTube,Impression,2025-11-03,Desktop
EVT025898,LEAD31281,CMP014,Email,Impression,2025-12-09,Mobile
EVT025899,LEAD46648,CMP020,Social Media,Click,2025-08-21,Mobile
EVT025900,LEAD44379,CMP003,Email,Impression,2025-04-25,Mobile
EVT025901,LEAD19514,CMP019,Google Ads,Lead,2025-11-02,Mobile
EVT025902,LEAD00155,CMP008,Google Ads,Impression,2025-01-04,Mobile
EVT025903,LEAD30263,CMP019,Social Media,Click,2025-09-30,Mobile
EVT025904,LEAD28135,CMP018,Email,Impression,2025-07-17,Mobile
EVT025905,LEAD42515,CMP005,Google Ads,Impression,2025-09-24,Tablet
EVT025906,LEAD08679,CMP019,LinkedIn,Impression,2025-06-11,Mobile
