Customer_ID,First_Touch,Second_Touch,Third_Touch,Last_Touch,Converted,Revenue
CUST005535,Email,YouTube,Social Media,Social Media,1,9048
CUST005536,YouTube,YouTube,Social Media,YouTube,0,0
CUST005537,Google Ads,YouTube,LinkedIn,Email,0,0
CUST005538,YouTube,YouTube,YouTube,Google Ads,0,0
CUST005539,Email,YouTube,YouTube,YouTube,0,0
CUST005540,Email,LinkedIn,YouTube,Email,1,3628
CUST005541,Google Ads,YouTube,LinkedIn,Email,0,0
CUST005542,YouTube,Social Media,YouTube,Email,1,7179
CUST005543,YouTube,LinkedIn,Email,LinkedIn,1,2802
CUST005544,Google Ads,Email,YouTube,Email,0,0
CUST005545,YouTube,Google Ads,YouTube,Google Ads,0,0
CUST005546,Google Ads,LinkedIn,Social Media,YouTube,0,0
CUST005547,Social Media,YouTube,LinkedIn,YouTube,1,1616
CUST005548,Email,LinkedIn,LinkedIn,YouTube,0,0
CUST005549,Social Media,Google Ads,YouTube,Email,1,4405
CUST005550,LinkedIn,Google Ads,Google Ads,YouTube,1,5344
CUST005551,LinkedIn,YouTube,Social Media,Google Ads,0,0
CUST005552,LinkedIn,YouTube,YouTube,LinkedIn,0,0
CUST005553,Google Ads,Social Media,Google Ads,Google Ads,0,0
CUST005554,YouTube,Google Ads,Email,LinkedIn,1,3740
CUST005555,Social Media,YouTube,Social Media,YouTube,0,0
CUST005556,Social Media,Google Ads,LinkedIn,Social Media,0,0
CUST005557,Social Media,Social Media,Google Ads,LinkedIn,0,0
CUST005558,Social Media,Email,YouTube,Google Ads,1,1086
CUST005559,LinkedIn,Google Ads,Google Ads,Google Ads,0,0
CUST005560,Social Media,Social Media,LinkedIn,Social Media,1,1011
CUST005561,YouTube,Social Media,Email,LinkedIn,1,3683
CUST005562,LinkedIn,Social Media,Google Ads,LinkedIn,0,0
CUST005563,Social Media,LinkedIn,YouTube,Google Ads,1,2079
CUST005564,Google Ads,YouTube,Google Ads,LinkedIn,0,0
CUST005565,Email,Google Ads,Email,Social Media,0,0
CUST005566,Email,LinkedIn,Google Ads,LinkedIn,1,3624
CUST005567,Email,Google Ads,Email,LinkedIn,0,0
CUST005568,LinkedIn,LinkedIn,Email,Social Media,1,1236
CUST005569,Social Media,YouTube,Social Media,YouTube,1,2130
CUST005570,LinkedIn,Social Media,Social Media,LinkedIn,1,767
CUST005571,YouTube,Google Ads,YouTube,Google Ads,1,2942
CUST005572,Google Ads,Social Media,YouTube,Email,0,0
CUST005573,Google Ads,YouTube,YouTube,Google Ads,0,0
CUST005574,Email,Google Ads,Email,Google Ads,0,0
CUST005575,Email,Email,Email,YouTube,0,0
CUST005576,Email,Email,Social Media,YouTube,0,0
CUST005577,Social Media,Email,Email,Google Ads,0,0
CUST005578,YouTube,YouTube,Social Media,LinkedIn,1,5871
CUST005579,YouTube,Email,Google Ads,Google Ads,0,0
CUST005580,YouTube,Google Ads,YouTube,LinkedIn,1,7184
CUST005581,YouTube,Email,YouTube,Social Media,0,0
CUST005582,Email,Google Ads,LinkedIn,Social Media,0,0
CUST005583,Google Ads,YouTube,Social Media,YouTube,0,0
CUST005584,Email,Social Media,LinkedIn,Email,1,4342
CUST005585,YouTube,LinkedIn,YouTube,Email,0,0
CUST005586,Email,Email,LinkedIn,YouTube,0,0
CUST005587,YouTube,LinkedIn,Google Ads,Social Media,0,0
CUST005588,LinkedIn,Social Media,LinkedIn,YouTube,0,0
CUST005589,Google Ads,YouTube,Google Ads,Social Media,0,0
CUST005590,LinkedIn,YouTube,YouTube,LinkedIn,0,0
CUST005591,Social Media,Social Media,Email,Social Media,0,0
CUST005592,Email,LinkedIn,Social Media,Social Media,1,3982
CUST005593,Social Media,Email,LinkedIn,Social Media,0,0
CUST005594,Email,Google Ads,Google Ads,Email,0,0
CUST005595,LinkedIn,YouTube,YouTube,Social Media,1,5097
CUST005596,YouTube,Social Media,YouTube,Google Ads,0,0
CUST005597,YouTube,LinkedIn,Email,LinkedIn,0,0
CUST005598,Email,Email,YouTube,Email,1,2384
CUST005599,YouTube,LinkedIn,YouTube,Google Ads,0,0
CUST005600,LinkedIn,Email,Email,Email,0,0
CUST005601,YouTube,Google Ads,YouTube,Email,0,0
CUST005602,LinkedIn,Google Ads,Google Ads,Google Ads,0,0
CUST005603,Social Media,Social Media,LinkedIn,YouTube,0,0
CUST005604,LinkedIn,Social Media,LinkedIn,YouTube,0,0
CUST005605,Google Ads,Email,Google Ads,Social Media,0,0
CUST005606,Google Ads,Email,LinkedIn,Google Ads,0,0
CUST005607,Google Ads,Email,YouTube,Social Media,1,5014
CUST005608,Email,Email,LinkedIn,YouTube,0,0
CUST005609,Email,Google Ads,LinkedIn,Google Ads,1,9548
CUST005610,Email,Social Media,YouTube,Google Ads,1,902
CUST005611,LinkedIn,Social Media,LinkedIn,Google Ads,0,0
CUST005612,Email,YouTube,YouTube,Social Media,0,0
CUST005613,Social Media,Social Media,Email,Email,1,2890
CUST005614,Google Ads,Social Media,Email,Email,1,4647
CUST005615,LinkedIn,LinkedIn,LinkedIn,Email,1,9935
CUST005616,Google Ads,LinkedIn,Email,Google Ads,1,1123
CUST005617,Email,YouTube,LinkedIn,YouTube,1,5349
CUST005618,LinkedIn,Email,Email,Social Media,1,9983
CUST005619,YouTube,YouTube,LinkedIn,Social Media,0,0
CUST005620,Social Media,YouTube,Social Media,YouTube,0,0
CUST005621,Email,Google Ads,Google Ads,Email,1,4585
CUST005622,Email,Social Media,Email,LinkedIn,1,9122
CUST005623,Social Media,Google Ads,YouTube,YouTube,0,0
CUST005624,Social Media,Social Media,Google Ads,Email,1,2580
CUST005625,YouTube,YouTube,LinkedIn,Google Ads,1,3358
CUST005626,Email,Social Media,Google Ads,YouTube,0,0
CUST005627,Email,Email,YouTube,Email,0,0
CUST005628,Google Ads,Email,YouTube,Social Media,0,0
CUST005629,LinkedIn,YouTube,LinkedIn,LinkedIn,0,0
CUST005630,LinkedIn,LinkedIn,Email,LinkedIn,0,0
CUST005631,Google Ads,Email,Email,LinkedIn,0,0
CUST005632,LinkedIn,YouTube,Social Media,Email,0,0
CUST005633,Social Media,Google Ads,YouTube,Email,0,0
CUST005634,LinkedIn,LinkedIn,Social Media,Google Ads,0,0
CUST005635,LinkedIn,Email,YouTube,LinkedIn,0,0
CUST005636,Google Ads,YouTube,Social Media,Social Media,0,0
CUST005637,YouTube,YouTube,Email,LinkedIn,0,0
CUST005638,LinkedIn,Google Ads,YouTube,YouTube,1,6429
CUST005639,LinkedIn,Google Ads,Email,YouTube,0,0
CUST005640,YouTube,LinkedIn,Google Ads,Social Media,0,0
CUST005641,Google Ads,Email,Email,Email,1,1979
CUST005642,YouTube,YouTube,YouTube,LinkedIn,1,8885
CUST005643,Google Ads,LinkedIn,Google Ads,YouTube,1,4081
CUST005644,Social Media,LinkedIn,Social Media,Social Media,0,0
CUST005645,Google Ads,Google Ads,LinkedIn,Google Ads,0,0
CUST005646,Social Media,YouTube,YouTube,YouTube,0,0
CUST005647,Social Media,Social Media,LinkedIn,YouTube,1,1747
CUST005648,Google Ads,Google Ads,LinkedIn,LinkedIn,1,6262
CUST005649,Email,YouTube,Google Ads,Email,0,0
CUST005650,Google Ads,LinkedIn,Social Media,YouTube,0,0
CUST005651,LinkedIn,LinkedIn,Email,YouTube,1,7949
CUST005652,LinkedIn,Email,Google Ads,LinkedIn,0,0
CUST005653,Email,Social Media,Social Media,Email,0,0
CUST005654,Social Media,Google Ads,Email,Google Ads,1,7854
CUST005655,Email,Email,Email,Google Ads,0,0
CUST005656,LinkedIn,Email,Social Media,Google Ads,0,0
CUST005657,Email,Social Media,Email,Google Ads,0,0
CUST005658,Google Ads,Google Ads,YouTube,Email,1,2593
CUST005659,Email,Google Ads,YouTube,Google Ads,0,0
CUST005660,Social Media,LinkedIn,Google Ads,LinkedIn,0,0
CUST005661,Google Ads,Google Ads,Email,LinkedIn,0,0
CUST005662,YouTube,Email,Email,LinkedIn,0,0
CUST005663,LinkedIn,LinkedIn,Social Media,Google Ads,0,0
CUST005664,LinkedIn,Google Ads,YouTube,LinkedIn,1,723
CUST005665,Email,Social Media,LinkedIn,LinkedIn,0,0
CUST005666,Google Ads,Email,Google Ads,Social Media,1,7686
CUST005667,YouTube,YouTube,YouTube,Google Ads,0,0
CUST005668,Google Ads,Social Media,Social Media,LinkedIn,1,983
CUST005669,LinkedIn,Social Media,Google Ads,Email,1,4342
CUST005670,Google Ads,Google Ads,LinkedIn,LinkedIn,0,0
CUST005671,YouTube,LinkedIn,Google Ads,Social Media,0,0
CUST005672,Email,LinkedIn,YouTube,Email,0,0
CUST005673,Social Media,Email,LinkedIn,Email,0,0
CUST005674,Google Ads,Google Ads,Social Media,YouTube,1,5032
CUST005675,Social Media,LinkedIn,Google Ads,Social Media,0,0
CUST005676,LinkedIn,YouTube,YouTube,Social Media,0,0
CUST005677,Email,Google Ads,Social Media,LinkedIn,0,0
CUST005678,Email,Google Ads,LinkedIn,Social Media,1,8344
CUST005679,Google Ads,LinkedIn,Google Ads,Email,0,0
CUST005680,Email,Social Media,Email,Email,0,0
CUST005681,Google Ads,Google Ads,YouTube,LinkedIn,1,2352
CUST005682,Google Ads,Social Media,YouTube,Email,1,3497
CUST005683,Social Media,Email,Email,LinkedIn,1,2262
CUST005684,Email,Email,Social Media,YouTube,0,0
CUST005685,Google Ads,LinkedIn,YouTube,Social Media,1,7903
CUST005686,Social Media,Email,Social Media,Social Media,1,8621
CUST005687,YouTube,LinkedIn,LinkedIn,Social Media,0,0
CUST005688,Social Media,LinkedIn,Email,YouTube,0,0
CUST005689,Social Media,Social Media,Social Media,Social Media,0,0
CUST005690,Google Ads,Social Media,LinkedIn,YouTube,0,0
CUST005691,LinkedIn,Email,Google Ads,YouTube,0,0
CUST005692,LinkedIn,Social Media,YouTube,LinkedIn,0,0
CUST005693,LinkedIn,Google Ads,Email,Google Ads,1,8843
CUST005694,Social Media,YouTube,Google Ads,Google Ads,1,1335
CUST005695,Google Ads,Google Ads,Google Ads,LinkedIn,1,7129
CUST005696,Email,Google Ads,Google Ads,LinkedIn,0,0
CUST005697,Social Media,LinkedIn,Social Media,LinkedIn,0,0
CUST005698,Social Media,YouTube,YouTube,Social Media,0,0
CUST005699,Google Ads,LinkedIn,Email,Email,0,0
CUST005700,YouTube,Social Media,YouTube,LinkedIn,1,8771
CUST005701,Social Media,Social Media,YouTube,YouTube,0,0
CUST005702,YouTube,YouTube,YouTube,Google Ads,1,7695
CUST005703,YouTube,Email,LinkedIn,Social Media,0,0
CUST005704,LinkedIn,Social Media,LinkedIn,Email,0,0
CUST005705,Google Ads,Google Ads,LinkedIn,Google Ads,0,0
CUST005706,YouTube,YouTube,LinkedIn,Google Ads,1,4193
CUST005707,Google Ads,YouTube,YouTube,Google Ads,0,0
CUST005708,LinkedIn,Social Media,YouTube,YouTube,0,0
CUST005709,Google Ads,Social Media,Email,YouTube,0,0
CUST005710,Social Media,LinkedIn,Email,YouTube,1,5222
CUST005711,YouTube,LinkedIn,Email,Email,0,0
CUST005712,Google Ads,Google Ads,Email,Google Ads,0,0
CUST005713,Email,YouTube,Email,LinkedIn,1,9288
CUST005714,Google Ads,Email,LinkedIn,Email,0,0
CUST005715,YouTube,Email,YouTube,YouTube,1,9402
CUST005716,LinkedIn,YouTube,Email,YouTube,0,0
CUST005717,LinkedIn,Google Ads,Social Media,YouTube,0,0
CUST005718,YouTube,LinkedIn,Email,Social Media,0,0
CUST005719,Social Media,LinkedIn,Email,Google Ads,0,0
CUST005720,Social Media,LinkedIn,YouTube,LinkedIn,0,0
CUST005721,LinkedIn,Email,LinkedIn,Google Ads,0,0
CUST005722,LinkedIn,Email,Google Ads,Email,1,8144
CUST005723,YouTube,Google Ads,YouTube,Social Media,1,1277
CUST005724,Social Media,Email,LinkedIn,Email,1,7557
CUST005725,LinkedIn,Social Media,Social Media,YouTube,1,8977
CUST005726,Social Media,Email,Google Ads,YouTube,0,0
CUST005727,LinkedIn,LinkedIn,LinkedIn,LinkedIn,0,0
CUST005728,Google Ads,Google Ads,LinkedIn,Google Ads,1,7935
CUST005729,Email,YouTube,YouTube,Email,1,5933
CUST005730,Google Ads,YouTube,LinkedIn,YouTube,0,0
CUST005731,LinkedIn,Google Ads,Email,LinkedIn,0,0
CUST005732,Email,Social Media,LinkedIn,LinkedIn,0,0
CUST005733,Email,YouTube,Google Ads,Email,0,0
CUST005734,LinkedIn,LinkedIn,LinkedIn,Google Ads,1,2199
CUST005735,LinkedIn,YouTube,Social Media,Social Media,1,5446
CUST005736,Social Media,YouTube,Email,LinkedIn,1,1649
CUST005737,LinkedIn,LinkedIn,Google Ads,Email,0,0
CUST005738,YouTube,Email,Google Ads,YouTube,1,5332
CUST005739,LinkedIn,Social Media,YouTube,Social Media,0,0
CUST005740,YouTube,LinkedIn,YouTube,Social Media,1,2115
CUST005741,LinkedIn,LinkedIn,Email,Google Ads,1,4144
CUST005742,Social Media,Google Ads,Google Ads,Email,1,9671
CUST005743,YouTube,Social Media,Social Media,Google Ads,0,0
CUST005744,Google Ads,Email,LinkedIn,LinkedIn,1,1049
CUST005745,YouTube,LinkedIn,LinkedIn,LinkedIn,0,0
CUST005746,Social Media,Email,LinkedIn,Email,0,0
CUST005747,YouTube,LinkedIn,YouTube,YouTube,0,0
CUST005748,LinkedIn,LinkedIn,Google Ads,LinkedIn,1,8741
CUST005749,LinkedIn,Google Ads,Google Ads,LinkedIn,0,0
CUST005750,Social Media,YouTube,Social Media,YouTube,1,1704
CUST005751,Email,Social Media,YouTube,Social Media,1,2022
CUST005752,LinkedIn,Google Ads,Social Media,Email,0,0
CUST005753,Google Ads,Email,Google Ads,Social Media,0,0
CUST005754,Social Media,LinkedIn,LinkedIn,Google Ads,0,0
CUST005755,YouTube,LinkedIn,YouTube,YouTube,0,0
CUST005756,YouTube,Social Media,YouTube,Email,0,0
CUST005757,Google Ads,Google Ads,YouTube,YouTube,1,7121
CUST005758,LinkedIn,Google Ads,LinkedIn,YouTube,0,0
CUST005759,Social Media,Email,YouTube,Social Media,0,0
CUST005760,Google Ads,Google Ads,Email,Social Media,0,0
CUST005761,LinkedIn,Google Ads,YouTube,Google Ads,0,0
CUST005762,Social Media,YouTube,LinkedIn,Email,0,0
CUST005763,YouTube,Social Media,YouTube,YouTube,0,0
CUST005764,Social Media,Google Ads,Email,Google Ads,0,0
CUST005765,Email,Email,Email,YouTube,0,0
CUST005766,Social Media,LinkedIn,YouTube,Google Ads,0,0
CUST005767,Email,Google Ads,Google Ads,YouTube,0,0
CUST005768,Social Media,Google Ads,Google Ads,Social Media,1,9114
CUST005769,Email,LinkedIn,Social Media,LinkedIn,0,0
CUST005770,YouTube,YouTube,Email,Google Ads,1,4596
CUST005771,LinkedIn,Social Media,Google Ads,Google Ads,1,7305
CUST005772,Email,YouTube,Social Media,LinkedIn,0,0
CUST005773,Email,Email,Google Ads,Social Media,0,0
CUST005774,YouTube,Google Ads,YouTube,Google Ads,0,0
CUST005775,Email,YouTube,Email,Social Media,0,0
CUST005776,Google Ads,Social Media,Google Ads,YouTube,1,4429
CUST005777,YouTube,Email,YouTube,YouTube,1,9685
CUST005778,Google Ads,YouTube,Social Media,LinkedIn,0,0
CUST005779,YouTube,Google Ads,YouTube,Email,0,0
CUST005780,Email,Social Media,Social Media,Social Media,1,5048
CUST005781,Google Ads,Google Ads,Google Ads,Email,0,0
CUST005782,Email,Google Ads,LinkedIn,Email,0,0
CUST005783,YouTube,Email,YouTube,Social Media,0,0
CUST005784,Email,Social Media,LinkedIn,Email,0,0
CUST005785,Google Ads,LinkedIn,Email,Google Ads,1,9675
CUST005786,Google Ads,Google Ads,LinkedIn,YouTube,0,0
CUST005787,Email,Social Media,Email,LinkedIn,0,0
CUST005788,Social Media,Google Ads,Google Ads,Social Media,0,0
CUST005789,YouTube,YouTube,Google Ads,LinkedIn,0,0
CUST005790,YouTube,YouTube,YouTube,YouTube,0,0
CUST005791,Email,Social Media,LinkedIn,LinkedIn,0,0
CUST005792,Social Media,Email,Email,Social Media,0,0
CUST005793,Google Ads,LinkedIn,Email,LinkedIn,0,0
CUST005794,LinkedIn,YouTube,LinkedIn,Email,1,7285
CUST005795,LinkedIn,Email,Google Ads,Email,1,8697
CUST005796,Email,LinkedIn,Google Ads,YouTube,1,6291
CUST005797,Social Media,YouTube,Email,Email,1,9047
CUST005798,Social Media,LinkedIn,YouTube,LinkedIn,1,902
CUST005799,YouTube,Google Ads,Google Ads,Google Ads,1,5982
CUST005800,Google Ads,Social Media,Social Media,LinkedIn,0,0
CUST005801,Social Media,YouTube,Email,Google Ads,0,0
CUST005802,LinkedIn,YouTube,LinkedIn,LinkedIn,1,3483
CUST005803,Google Ads,Google Ads,LinkedIn,Google Ads,0,0
CUST005804,Google Ads,YouTube,Email,Google Ads,0,0
CUST005805,Email,YouTube,Email,Social Media,0,0
CUST005806,Social Media,YouTube,Google Ads,Social Media,1,9269
CUST005807,Email,YouTube,Email,LinkedIn,1,7704
CUST005808,Social Media,YouTube,Email,Email,1,2401
CUST005809,YouTube,Email,Social Media,Social Media,0,0
CUST005810,Email,YouTube,LinkedIn,Google Ads,0,0
CUST005811,Email,Google Ads,Google Ads,LinkedIn,1,5759
CUST005812,LinkedIn,YouTube,YouTube,Email,1,5668
CUST005813,Email,LinkedIn,Google Ads,LinkedIn,0,0
CUST005814,Social Media,LinkedIn,LinkedIn,Google Ads,1,1366
CUST005815,LinkedIn,Google Ads,YouTube,Social Media,0,0
CUST005816,Email,Email,Email,Social Media,1,565
CUST005817,Email,Google Ads,Social Media,YouTube,1,1807
CUST005818,YouTube,Email,Social Media,YouTube,0,0
CUST005819,Email,Social Media,LinkedIn,LinkedIn,0,0
CUST005820,Google Ads,LinkedIn,LinkedIn,LinkedIn,1,8862
CUST005821,LinkedIn,LinkedIn,Social Media,Email,0,0
CUST005822,Google Ads,LinkedIn,YouTube,Social Media,0,0
CUST005823,LinkedIn,Email,YouTube,Social Media,1,2221
CUST005824,YouTube,Google Ads,Google Ads,YouTube,0,0
CUST005825,Email,Email,Email,Google Ads,0,0
CUST005826,Email,LinkedIn,YouTube,Google Ads,0,0
CUST005827,Email,LinkedIn,Email,YouTube,1,2379
CUST005828,LinkedIn,LinkedIn,LinkedIn,LinkedIn,1,4589
CUST005829,Email,LinkedIn,YouTube,Social Media,1,3753
CUST005830,Google Ads,Social Media,YouTube,Social Media,1,7403
CUST005831,Email,LinkedIn,YouTube,Social Media,0,0
CUST005832,YouTube,Email,Google Ads,Google Ads,1,3196
CUST005833,Google Ads,LinkedIn,LinkedIn,LinkedIn,0,0
CUST005834,Email,YouTube,Social Media,Google Ads,1,2924
CUST005835,Email,Social Media,Google Ads,LinkedIn,0,0
CUST005836,Social Media,LinkedIn,Google Ads,YouTube,1,2939
CUST005837,LinkedIn,YouTube,YouTube,LinkedIn,1,9518
CUST005838,Google Ads,Email,Google Ads,Google Ads,0,0
CUST005839,Social Media,Social Media,Social Media,Social Media,0,0
CUST005840,YouTube,LinkedIn,Google Ads,Google Ads,0,0
CUST005841,LinkedIn,Email,Google Ads,YouTube,0,0
CUST005842,Google Ads,YouTube,YouTube,Social Media,1,7833
CUST005843,Email,Social Media,LinkedIn,Google Ads,1,5976
CUST005844,Google Ads,LinkedIn,Social Media,Social Media,0,0
CUST005845,Email,Email,YouTube,YouTube,1,8022
CUST005846,LinkedIn,Social Media,Google Ads,LinkedIn,0,0
CUST005847,Email,YouTube,Social Media,LinkedIn,0,0
CUST005848,YouTube,LinkedIn,Email,Email,0,0
CUST005849,Email,Social Media,Google Ads,Social Media,0,0
CUST005850,YouTube,YouTube,LinkedIn,YouTube,0,0
CUST005851,LinkedIn,YouTube,Google Ads,Google Ads,0,0
CUST005852,LinkedIn,Email,LinkedIn,Google Ads,1,2450
CUST005853,Google Ads,YouTube,Email,Email,0,0
CUST005854,YouTube,YouTube,YouTube,Google Ads,1,3981
CUST005855,YouTube,Google Ads,YouTube,YouTube,0,0
CUST005856,Social Media,YouTube,YouTube,YouTube,0,0
CUST005857,Social Media,LinkedIn,Social Media,LinkedIn,1,2585
CUST005858,Social Media,Social Media,LinkedIn,Social Media,1,7714
CUST005859,Email,LinkedIn,Google Ads,Social Media,1,5859
CUST005860,Social Media,LinkedIn,Social Media,Google Ads,1,4302
CUST005861,YouTube,Email,Social Media,Social Media,0,0
CUST005862,Email,Google Ads,Google Ads,Email,0,0
CUST005863,LinkedIn,Google Ads,Email,Social Media,1,4279
CUST005864,Google Ads,LinkedIn,YouTube,Google Ads,0,0
CUST005865,Social Media,Social Media,Email,Social Media,1,6310
CUST005866,LinkedIn,Google Ads,Email,YouTube,1,4558
CUST005867,YouTube,Google Ads,YouTube,YouTube,0,0
CUST005868,Google Ads,LinkedIn,Email,LinkedIn,0,0
CUST005869,LinkedIn,Google Ads,Social Media,LinkedIn,0,0
CUST005870,Google Ads,Email,Google Ads,LinkedIn,1,1840
CUST005871,Social Media,LinkedIn,Social Media,LinkedIn,1,5940
CUST005872,YouTube,Google Ads,Social Media,Social Media,0,0
CUST005873,Google Ads,Google Ads,LinkedIn,Google Ads,0,0
CUST005874,LinkedIn,Google Ads,YouTube,Social Media,0,0
CUST005875,Social Media,LinkedIn,YouTube,Google Ads,0,0
CUST005876,Social Media,Social Media,Social Media,Google Ads,0,0
CUST005877,LinkedIn,YouTube,YouTube,Google Ads,0,0
CUST005878,LinkedIn,Google Ads,LinkedIn,Google Ads,0,0
CUST005879,Google Ads,YouTube,Google Ads,YouTube,0,0
CUST005880,Email,YouTube,Email,Google Ads,0,0
CUST005881,Social Media,Google Ads,YouTube,Social Media,0,0
CUST005882,Google Ads,Google Ads,Social Media,Google Ads,1,4943
CUST005883,LinkedIn,YouTube,YouTube,YouTube,0,0
CUST005884,Google Ads,Social Media,Social Media,Social Media,1,6427
CUST005885,LinkedIn,YouTube,Email,Email,1,1054
CUST005886,YouTube,Social Media,YouTube,Social Media,0,0
CUST005887,LinkedIn,Email,Email,YouTube,1,1065
CUST005888,LinkedIn,Social Media,Social Media,YouTube,1,9184
CUST005889,LinkedIn,LinkedIn,LinkedIn,LinkedIn,0,0
CUST005890,Email,Google Ads,LinkedIn,Email,0,0
CUST005891,LinkedIn,Email,Google Ads,Google Ads,0,0
CUST005892,Social Media,YouTube,Social Media,YouTube,1,5541
CUST005893,Social Media,Social Media,Social Media,LinkedIn,0,0
CUST005894,Google Ads,Email,Social Media,LinkedIn,0,0
CUST005895,Email,LinkedIn,LinkedIn,Google Ads,0,0
CUST005896,Google Ads,Social Media,LinkedIn,Social Media,0,0
CUST005897,Social Media,YouTube,LinkedIn,Email,1,5496
CUST005898,Social Media,YouTube,YouTube,Google Ads,1,6932
CUST005899,YouTube,Social Media,YouTube,Google Ads,0,0
CUST005900,LinkedIn,LinkedIn,LinkedIn,Social Media,0,0
CUST005901,Social Media,Google Ads,Email,Social Media,1,1070
CUST005902,Google Ads,Google Ads,YouTube,YouTube,0,0
CUST005903,Google Ads,YouTube,YouTube,Social Media,0,0
CUST005904,LinkedIn,LinkedIn,YouTube,Social Media,1,5553
CUST005905,LinkedIn,YouTube,YouTube,Email,1,738
CUST005906,YouTube,Google Ads,Google Ads,Email,1,8216
CUST005907,Email,YouTube,YouTube,Email,0,0
CUST005908,Google Ads,Social Media,Email,Google Ads,0,0
CUST005909,LinkedIn,Social Media,Google Ads,Email,1,5916
CUST005910,Google Ads,LinkedIn,YouTube,Email,1,9372
CUST005911,LinkedIn,Google Ads,Social Media,LinkedIn,1,8154
CUST005912,Social Media,LinkedIn,Google Ads,Email,0,0
CUST005913,Google Ads,LinkedIn,YouTube,Google Ads,1,3448
CUST005914,Social Media,Google Ads,Email,LinkedIn,1,4244
CUST005915,Google Ads,Email,LinkedIn,Google Ads,0,0
CUST005916,Email,Email,YouTube,Google Ads,0,0
CUST005917,YouTube,YouTube,Social Media,LinkedIn,1,8607
CUST005918,Social Media,Email,Email,LinkedIn,0,0
CUST005919,LinkedIn,Social Media,Google Ads,LinkedIn,0,0
CUST005920,Email,LinkedIn,Email,LinkedIn,0,0
CUST005921,Google Ads,YouTube,YouTube,Google Ads,0,0
CUST005922,Social Media,LinkedIn,Social Media,LinkedIn,1,5830
CUST005923,Google Ads,Google Ads,Email,Social Media,0,0
CUST005924,Google Ads,Email,Email,Email,0,0
CUST005925,Google Ads,Google Ads,LinkedIn,Email,0,0
CUST005926,YouTube,YouTube,LinkedIn,Social Media,1,5112
CUST005927,YouTube,Social Media,YouTube,Google Ads,1,5091
CUST005928,LinkedIn,Email,Google Ads,Google Ads,1,7008
CUST005929,Social Media,Google Ads,Google Ads,Email,0,0
CUST005930,Email,Email,Social Media,YouTube,0,0
CUST005931,Email,LinkedIn,YouTube,Social Media,0,0
CUST005932,Email,Social Media,Google Ads,Social Media,0,0
CUST005933,Google Ads,Email,Email,Email,1,6636
CUST005934,YouTube,Social Media,YouTube,LinkedIn,0,0
CUST005935,Social Media,LinkedIn,Email,YouTube,1,5203
CUST005936,Google Ads,LinkedIn,Social Media,Google Ads,0,0
CUST005937,YouTube,Google Ads,YouTube,Google Ads,1,920
CUST005938,YouTube,YouTube,Social Media,Google Ads,0,0
CUST005939,Social Media,Google Ads,LinkedIn,Google Ads,1,1990
CUST005940,Social Media,Social Media,Social Media,Social Media,1,8251
CUST005941,Social Media,Google Ads,LinkedIn,Social Media,1,4532
CUST005942,Google Ads,Email,YouTube,LinkedIn,0,0
CUST005943,LinkedIn,Google Ads,Email,Social Media,0,0
CUST005944,Social Media,YouTube,Email,LinkedIn,1,4978
CUST005945,LinkedIn,YouTube,Email,LinkedIn,1,9672
CUST005946,Google Ads,Social Media,Social Media,Google Ads,1,9583
CUST005947,LinkedIn,LinkedIn,YouTube,Google Ads,0,0
CUST005948,Email,YouTube,YouTube,Social Media,0,0
CUST005949,LinkedIn,Social Media,LinkedIn,Social Media,1,9300
CUST005950,Social Media,YouTube,YouTube,LinkedIn,0,0
CUST005951,Google Ads,YouTube,Email,Email,1,8563
CUST005952,Social Media,LinkedIn,YouTube,Google Ads,0,0
CUST005953,Email,Email,LinkedIn,YouTube,0,0
CUST005954,Social Media,Social Media,YouTube,Email,0,0
CUST005955,Social Media,YouTube,YouTube,Google Ads,0,0
CUST005956,Social Media,YouTube,Email,Google Ads,1,9554
CUST005957,YouTube,Google Ads,YouTube,Social Media,0,0
CUST005958,Email,Email,Social Media,YouTube,1,5179
CUST005959,Social Media,LinkedIn,LinkedIn,YouTube,0,0
CUST005960,Social Media,Social Media,LinkedIn,Google Ads,1,4269
CUST005961,Social Media,YouTube,LinkedIn,LinkedIn,1,7786
CUST005962,Google Ads,Social Media,YouTube,YouTube,0,0
CUST005963,YouTube,LinkedIn,Social Media,Email,0,0
CUST005964,Google Ads,Email,LinkedIn,LinkedIn,0,0
CUST005965,YouTube,Google Ads,Google Ads,Social Media,1,3169
CUST005966,Social Media,Email,Email,Google Ads,0,0
CUST005967,Email,Google Ads,Google Ads,Google Ads,0,0
CUST005968,LinkedIn,Social Media,Google Ads,Email,0,0
CUST005969,LinkedIn,Email,LinkedIn,Email,0,0
CUST005970,Social Media,Email,Google Ads,Social Media,0,0
CUST005971,Google Ads,Email,Google Ads,Social Media,0,0
CUST005972,Email,LinkedIn,Social Media,YouTube,0,0
CUST005973,YouTube,Social Media,Email,LinkedIn,0,0
CUST005974,Social Media,Google Ads,YouTube,Google Ads,1,4156
CUST005975,Email,Email,LinkedIn,YouTube,1,6515
CUST005976,Email,Social Media,LinkedIn,Social Media,0,0
CUST005977,YouTube,LinkedIn,Google Ads,Email,1,7861
CUST005978,Email,LinkedIn,YouTube,YouTube,0,0
CUST005979,Google Ads,Social Media,YouTube,Email,0,0
