Lead_ID,Customer_ID,Campaign_ID,Campaign_Name,Channel,Lead_Date,Conversion_Date,Country,City,Region,Device,Age_Group,Status,Revenue,Touch_1,Touch_2,Touch_3,Final_Touch
L006570,,C012,B2B Webinar Leads,LinkedIn,2026-01-03,,USA,Chennai,East,Mobile,35-44,Lost,0.0,Instagram,Instagram,Instagram,LinkedIn
L006571,,C007,Google Display Remarketing,Google Ads,2026-06-01,,UAE,Pune,West,Mobile,35-44,Lost,0.0,Google Ads,Organic Search,Google Ads,Google Ads
L006572,,C007,Google Display Remarketing,Google Ads,2025-03-07,,Australia,Pune,West,Desktop,25-34,Qualified,0.0,Organic Search,Facebook Ads,Google Ads,Google Ads
L006573,CUST006572,C017,Mobile App Acquisition,Google Ads,2025-11-20,2026-01-02,Canada,New York,Central,Desktop,25-34,Customer,1663.02,Organic Search,Organic Search,Email,Google Ads
L006574,,C013,YouTube Product Demo,YouTube,2025-07-12,,USA,Delhi,West,Desktop,55+,Qualified,0.0,Organic Search,Organic Search,Email,YouTube
L006575,,C011,Cart Recovery Email,Email,2025-12-31,,UK,Mumbai,South,Mobile,18-24,Lost,0.0,Organic Search,Email,Google Ads,Email
L006576,CUST006575,C006,Email Retention Q3,Email,2026-01-05,2026-02-11,UAE,Toronto,North,Mobile,25-34,Customer,1126.8,Instagram,Email,Instagram,Email
L006577,,C014,Festival Performance Ads,Facebook Ads,2025-12-02,,Germany,Delhi,East,Desktop,25-34,Lost,0.0,Organic Search,Email,Organic Search,Facebook Ads
L006578,,C006,Email Retention Q3,Email,2026-08-01,,Canada,Kolkata,Central,Mobile,18-24,Qualified,0.0,Facebook Ads,Organic Search,Organic Search,Email
L006579,,C006,Email Retention Q3,Email,2026-08-11,,India,London,West,Desktop,25-34,Lost,0.0,YouTube,Instagram,Organic Search,Email
L006580,CUST006579,C002,Meta New Customer Push,Facebook Ads,2025-05-13,2025-06-26,Canada,Pune,North,Mobile,35-44,Customer,740.75,Google Ads,Google Ads,Organic Search,Facebook Ads
L006581,,C020,Year End Mega Sale,Google Ads,2025-05-21,,Australia,Hyderabad,South,Mobile,25-34,Lost,0.0,Organic Search,LinkedIn,YouTube,Google Ads
L006582,,C015,SEO Content Campaign,Organic Search,2025-12-02,,Germany,Pune,South,Desktop,25-34,Lost,0.0,Facebook Ads,Facebook Ads,Instagram,Organic Search
L006583,,C017,Mobile App Acquisition,Google Ads,2026-05-14,,India,Kolkata,West,Mobile,45-54,Qualified,0.0,Facebook Ads,Organic Search,Instagram,Google Ads
L006584,CUST006583,C008,Meta Retargeting,Facebook Ads,2025-06-25,2025-07-13,Canada,Hyderabad,West,Desktop,25-34,Customer,533.1,LinkedIn,LinkedIn,LinkedIn,Facebook Ads
L006585,,C005,LinkedIn B2B Leads,LinkedIn,2025-02-05,,USA,Chennai,Central,Mobile,45-54,Lost,0.0,Facebook Ads,Organic Search,YouTube,LinkedIn
L006586,,C017,Mobile App Acquisition,Google Ads,2025-05-23,,Germany,Bengaluru,East,Desktop,25-34,Lost,0.0,YouTube,YouTube,Facebook Ads,Google Ads
L006587,CUST006586,C020,Year End Mega Sale,Google Ads,2026-06-12,2026-06-17,UAE,New York,West,Mobile,45-54,Customer,1685.62,Facebook Ads,Google Ads,Organic Search,Google Ads
L006588,,C001,Google Search Summer Sale,Google Ads,2026-05-19,,Australia,Dubai,East,Desktop,25-34,Qualified,0.0,LinkedIn,Google Ads,Organic Search,Google Ads
L006589,,C018,Social Video Conversion,Instagram,2025-01-06,,UAE,London,North,Mobile,18-24,Qualified,0.0,LinkedIn,Organic Search,YouTube,Instagram
L006590,,C015,SEO Content Campaign,Organic Search,2026-08-07,,Canada,Pune,West,Mobile,18-24,Lost,0.0,LinkedIn,YouTube,Instagram,Organic Search
L006591,,C005,LinkedIn B2B Leads,LinkedIn,2025-08-12,,Canada,Hyderabad,East,Mobile,55+,Lost,0.0,Facebook Ads,YouTube,Facebook Ads,LinkedIn
L006592,,C007,Google Display Remarketing,Google Ads,2025-12-22,,India,Chennai,East,Tablet,35-44,Lost,0.0,YouTube,Google Ads,LinkedIn,Google Ads
L006593,,C018,Social Video Conversion,Instagram,2025-02-05,,Australia,Hyderabad,Central,Mobile,18-24,Lost,0.0,Email,Organic Search,Organic Search,Instagram
L006594,CUST006593,C006,Email Retention Q3,Email,2026-06-30,2026-08-12,Australia,London,Central,Mobile,25-34,Customer,295.08,Email,Google Ads,Organic Search,Email
L006595,,C005,LinkedIn B2B Leads,LinkedIn,2026-06-09,,Australia,New York,South,Desktop,35-44,Lost,0.0,Organic Search,YouTube,Facebook Ads,LinkedIn
L006596,,C019,Enterprise ABM,LinkedIn,2025-02-26,,India,Bengaluru,East,Mobile,25-34,Lost,0.0,Instagram,LinkedIn,Instagram,LinkedIn
L006597,,C010,Influencer Awareness,Instagram,2025-01-07,,USA,Chennai,North,Mobile,18-24,Qualified,0.0,Facebook Ads,Facebook Ads,Facebook Ads,Instagram
L006598,,C015,SEO Content Campaign,Organic Search,2026-03-19,,USA,Mumbai,Central,Desktop,45-54,Lost,0.0,LinkedIn,LinkedIn,Instagram,Organic Search
L006599,,C010,Influencer Awareness,Instagram,2025-11-11,,UK,Bengaluru,North,Desktop,45-54,Lost,0.0,Facebook Ads,YouTube,Email,Instagram
L006600,,C016,High Value Customer Campaign,Email,2025-04-21,,Germany,Pune,East,Mobile,55+,Lost,0.0,LinkedIn,Facebook Ads,Google Ads,Email
L006601,,C012,B2B Webinar Leads,LinkedIn,2025-04-26,,Canada,Pune,West,Tablet,55+,Lost,0.0,YouTube,YouTube,Google Ads,LinkedIn
L006602,,C018,Social Video Conversion,Instagram,2025-11-03,,UK,Hyderabad,East,Tablet,25-34,Qualified,0.0,Organic Search,Email,Facebook Ads,Instagram
L006603,,C001,Google Search Summer Sale,Google Ads,2025-11-06,,UAE,Hyderabad,North,Mobile,35-44,Qualified,0.0,Email,Email,YouTube,Google Ads
L006604,,C016,High Value Customer Campaign,Email,2025-04-04,,India,Ahmedabad,South,Mobile,18-24,Lost,0.0,LinkedIn,Email,Instagram,Email
L006605,CUST006604,C006,Email Retention Q3,Email,2025-07-11,2025-07-18,UK,Dubai,North,Mobile,25-34,Customer,997.57,YouTube,Google Ads,Facebook Ads,Email
L006606,,C003,Instagram Product Launch,Instagram,2025-10-06,,UAE,New York,North,Mobile,55+,Lost,0.0,Email,Google Ads,Instagram,Instagram
L006607,CUST006606,C002,Meta New Customer Push,Facebook Ads,2026-07-14,2026-07-29,UAE,New York,West,Mobile,25-34,Customer,788.63,LinkedIn,Instagram,Organic Search,Facebook Ads
L006608,,C002,Meta New Customer Push,Facebook Ads,2025-02-24,,Germany,Delhi,Central,Tablet,25-34,Lost,0.0,YouTube,Email,YouTube,Facebook Ads
L006609,CUST006608,C013,YouTube Product Demo,YouTube,2025-01-17,2025-02-25,India,New York,Central,Mobile,25-34,Customer,1590.14,LinkedIn,Email,Instagram,YouTube
L006610,,C009,Holiday Shopping Promo,Google Ads,2025-12-01,,Germany,Hyderabad,West,Tablet,45-54,Lost,0.0,Facebook Ads,Google Ads,Email,Google Ads
L006611,CUST006610,C016,High Value Customer Campaign,Email,2025-03-03,2025-04-02,USA,Dubai,South,Mobile,25-34,Customer,1741.42,Organic Search,Email,Instagram,Email
L006612,CUST006611,C005,LinkedIn B2B Leads,LinkedIn,2026-07-27,2026-09-04,Germany,Mumbai,Central,Mobile,45-54,Customer,1719.39,Facebook Ads,Organic Search,Google Ads,LinkedIn
L006613,,C007,Google Display Remarketing,Google Ads,2026-07-10,,USA,Kolkata,East,Desktop,25-34,Lost,0.0,Organic Search,Instagram,Organic Search,Google Ads
L006614,,C013,YouTube Product Demo,YouTube,2025-11-23,,Germany,New York,North,Mobile,35-44,Qualified,0.0,Facebook Ads,YouTube,Facebook Ads,YouTube
L006615,,C020,Year End Mega Sale,Google Ads,2025-05-08,,Germany,Kolkata,South,Tablet,35-44,Lost,0.0,Facebook Ads,Email,Google Ads,Google Ads
L006616,,C013,YouTube Product Demo,YouTube,2026-05-15,,UK,Delhi,East,Tablet,35-44,Qualified,0.0,Facebook Ads,Instagram,Email,YouTube
L006617,,C007,Google Display Remarketing,Google Ads,2025-09-16,,Germany,Toronto,South,Mobile,45-54,Lost,0.0,Google Ads,YouTube,YouTube,Google Ads
L006618,,C010,Influencer Awareness,Instagram,2026-02-14,,UK,Mumbai,South,Tablet,45-54,Lost,0.0,Google Ads,Instagram,Instagram,Instagram
L006619,,C015,SEO Content Campaign,Organic Search,2025-05-23,,India,Delhi,East,Mobile,35-44,Lost,0.0,Organic Search,YouTube,Facebook Ads,Organic Search
L006620,CUST006619,C006,Email Retention Q3,Email,2026-02-01,2026-02-08,India,Toronto,North,Mobile,25-34,Customer,1241.04,YouTube,Instagram,YouTube,Email
L006621,,C005,LinkedIn B2B Leads,LinkedIn,2025-12-25,,UK,New York,North,Mobile,18-24,Lost,0.0,Facebook Ads,Google Ads,Facebook Ads,LinkedIn
L006622,,C002,Meta New Customer Push,Facebook Ads,2025-11-15,,Canada,Ahmedabad,North,Mobile,55+,Lost,0.0,LinkedIn,Email,Facebook Ads,Facebook Ads
L006623,,C015,SEO Content Campaign,Organic Search,2025-10-05,,Canada,Pune,West,Mobile,55+,Qualified,0.0,Email,Organic Search,Facebook Ads,Organic Search
L006624,CUST006623,C016,High Value Customer Campaign,Email,2025-04-01,2025-04-17,USA,London,North,Mobile,25-34,Customer,483.72,Email,Instagram,Facebook Ads,Email
L006625,,C019,Enterprise ABM,LinkedIn,2025-03-23,,UAE,Toronto,West,Mobile,25-34,Lost,0.0,Facebook Ads,Google Ads,Instagram,LinkedIn
L006626,,C009,Holiday Shopping Promo,Google Ads,2025-01-19,,India,London,Central,Mobile,25-34,Lost,0.0,Instagram,Instagram,Facebook Ads,Google Ads
L006627,CUST006626,C019,Enterprise ABM,LinkedIn,2026-01-14,2026-01-20,Germany,Delhi,West,Mobile,45-54,Customer,517.3,Facebook Ads,YouTube,LinkedIn,LinkedIn
L006628,,C007,Google Display Remarketing,Google Ads,2026-01-04,,USA,Delhi,South,Desktop,35-44,Lost,0.0,Google Ads,Instagram,Facebook Ads,Google Ads
L006629,,C004,YouTube Brand Awareness,YouTube,2026-04-03,,Australia,Pune,East,Mobile,25-34,Lost,0.0,Instagram,Instagram,Instagram,YouTube
L006630,,C003,Instagram Product Launch,Instagram,2025-01-19,,India,Ahmedabad,North,Desktop,25-34,Qualified,0.0,Email,Organic Search,LinkedIn,Instagram
L006631,,C020,Year End Mega Sale,Google Ads,2025-09-10,,Australia,Ahmedabad,East,Desktop,18-24,Qualified,0.0,LinkedIn,Organic Search,Email,Google Ads
L006632,,C011,Cart Recovery Email,Email,2025-12-30,,India,New York,East,Mobile,35-44,Lost,0.0,LinkedIn,Facebook Ads,Organic Search,Email
L006633,,C001,Google Search Summer Sale,Google Ads,2025-07-12,,USA,Delhi,North,Desktop,35-44,Lost,0.0,Organic Search,Instagram,Organic Search,Google Ads
L006634,,C006,Email Retention Q3,Email,2025-10-05,,Canada,London,South,Mobile,25-34,Lost,0.0,Instagram,Instagram,Instagram,Email
L006635,,C011,Cart Recovery Email,Email,2025-02-04,,USA,Delhi,Central,Mobile,25-34,Qualified,0.0,Google Ads,Instagram,Email,Email
L006636,,C001,Google Search Summer Sale,Google Ads,2025-09-01,,UAE,Chennai,South,Desktop,55+,Lost,0.0,Google Ads,Organic Search,YouTube,Google Ads
L006637,,C007,Google Display Remarketing,Google Ads,2026-08-08,,UAE,Kolkata,East,Desktop,18-24,Lost,0.0,YouTube,Google Ads,LinkedIn,Google Ads
L006638,,C006,Email Retention Q3,Email,2025-03-14,,UK,Toronto,North,Mobile,18-24,Lost,0.0,LinkedIn,LinkedIn,YouTube,Email
L006639,,C014,Festival Performance Ads,Facebook Ads,2025-09-24,,USA,Mumbai,South,Mobile,25-34,Lost,0.0,Facebook Ads,YouTube,LinkedIn,Facebook Ads
L006640,,C002,Meta New Customer Push,Facebook Ads,2025-11-30,,Australia,Chennai,East,Desktop,55+,Lost,0.0,Email,Email,Organic Search,Facebook Ads
L006641,,C004,YouTube Brand Awareness,YouTube,2025-06-17,,Canada,Chennai,West,Desktop,45-54,Qualified,0.0,LinkedIn,Facebook Ads,Organic Search,YouTube
L006642,,C011,Cart Recovery Email,Email,2025-12-06,,USA,Dubai,North,Desktop,45-54,Lost,0.0,Google Ads,Organic Search,Email,Email
L006643,CUST006642,C015,SEO Content Campaign,Organic Search,2025-04-07,2025-05-20,Australia,Bengaluru,West,Mobile,25-34,Customer,729.82,YouTube,Email,Facebook Ads,Organic Search
L006644,,C018,Social Video Conversion,Instagram,2026-08-15,,Canada,Chennai,East,Mobile,25-34,Qualified,0.0,Google Ads,Email,Instagram,Instagram
L006645,,C001,Google Search Summer Sale,Google Ads,2025-03-05,,USA,Hyderabad,East,Mobile,45-54,Lost,0.0,Facebook Ads,Instagram,Organic Search,Google Ads
L006646,,C003,Instagram Product Launch,Instagram,2026-08-02,,Australia,New York,East,Mobile,18-24,Qualified,0.0,Email,Organic Search,Facebook Ads,Instagram
L006647,,C003,Instagram Product Launch,Instagram,2025-04-06,,India,Dubai,North,Mobile,55+,Qualified,0.0,Google Ads,Facebook Ads,Google Ads,Instagram
L006648,CUST006647,C007,Google Display Remarketing,Google Ads,2026-06-30,2026-07-12,Canada,Hyderabad,West,Mobile,25-34,Customer,221.42,Email,Facebook Ads,Email,Google Ads
L006649,,C001,Google Search Summer Sale,Google Ads,2026-01-04,,Australia,New York,South,Mobile,35-44,Lost,0.0,Google Ads,Google Ads,Email,Google Ads
L006650,,C011,Cart Recovery Email,Email,2025-12-11,,UK,Pune,South,Desktop,45-54,Qualified,0.0,Google Ads,Email,Facebook Ads,Email
L006651,,C006,Email Retention Q3,Email,2026-03-18,,Australia,New York,Central,Desktop,25-34,Lost,0.0,YouTube,Facebook Ads,Email,Email
L006652,CUST006651,C020,Year End Mega Sale,Google Ads,2026-03-27,2026-05-08,Germany,Toronto,South,Mobile,35-44,Customer,1504.38,Google Ads,Organic Search,Organic Search,Google Ads
L006653,,C003,Instagram Product Launch,Instagram,2025-08-22,,USA,Toronto,West,Mobile,35-44,Lost,0.0,Instagram,Email,Organic Search,Instagram
L006654,,C019,Enterprise ABM,LinkedIn,2025-06-06,,India,Chennai,West,Desktop,35-44,Qualified,0.0,LinkedIn,Facebook Ads,Facebook Ads,LinkedIn
L006655,,C002,Meta New Customer Push,Facebook Ads,2025-01-28,,Canada,New York,Central,Desktop,25-34,Lost,0.0,Organic Search,Facebook Ads,YouTube,Facebook Ads
L006656,,C018,Social Video Conversion,Instagram,2026-04-17,,UK,Mumbai,Central,Desktop,25-34,Lost,0.0,Email,LinkedIn,Email,Instagram
L006657,,C012,B2B Webinar Leads,LinkedIn,2026-08-04,,UAE,Delhi,East,Mobile,35-44,Qualified,0.0,LinkedIn,Email,Facebook Ads,LinkedIn
L006658,,C010,Influencer Awareness,Instagram,2026-04-03,,USA,Hyderabad,West,Desktop,18-24,Lost,0.0,Instagram,LinkedIn,Instagram,Instagram
L006659,CUST006658,C005,LinkedIn B2B Leads,LinkedIn,2025-12-04,2025-12-11,USA,Kolkata,East,Desktop,25-34,Customer,607.29,Facebook Ads,Email,Facebook Ads,LinkedIn
L006660,,C009,Holiday Shopping Promo,Google Ads,2026-02-26,,Australia,Dubai,East,Desktop,35-44,Lost,0.0,Instagram,Instagram,Google Ads,Google Ads
L006661,CUST006660,C002,Meta New Customer Push,Facebook Ads,2026-01-10,2026-02-17,Germany,Ahmedabad,South,Mobile,18-24,Customer,262.25,Facebook Ads,Email,Instagram,Facebook Ads
L006662,,C002,Meta New Customer Push,Facebook Ads,2025-10-26,,UK,Chennai,East,Desktop,25-34,Lost,0.0,YouTube,YouTube,Organic Search,Facebook Ads
L006663,,C006,Email Retention Q3,Email,2025-01-25,,Australia,Chennai,Central,Mobile,45-54,Lost,0.0,Organic Search,Google Ads,Google Ads,Email
L006664,CUST006663,C010,Influencer Awareness,Instagram,2026-08-29,2026-10-13,UK,Chennai,East,Mobile,35-44,Customer,1510.54,Organic Search,Facebook Ads,LinkedIn,Instagram
L006665,,C018,Social Video Conversion,Instagram,2025-03-07,,UAE,Ahmedabad,West,Mobile,55+,Qualified,0.0,Facebook Ads,YouTube,Email,Instagram
L006666,CUST006665,C012,B2B Webinar Leads,LinkedIn,2026-06-13,2026-06-14,India,Mumbai,West,Mobile,25-34,Customer,1716.92,Instagram,LinkedIn,Email,LinkedIn
L006667,,C004,YouTube Brand Awareness,YouTube,2026-01-26,,UAE,Dubai,East,Desktop,55+,Lost,0.0,Instagram,YouTube,Facebook Ads,YouTube
L006668,,C017,Mobile App Acquisition,Google Ads,2025-10-05,,Germany,Bengaluru,Central,Tablet,45-54,Qualified,0.0,Instagram,YouTube,Instagram,Google Ads
L006669,,C015,SEO Content Campaign,Organic Search,2025-01-10,,Germany,Toronto,East,Mobile,55+,Qualified,0.0,Google Ads,Facebook Ads,Instagram,Organic Search
L006670,,C006,Email Retention Q3,Email,2025-12-12,,Canada,Toronto,West,Mobile,35-44,Qualified,0.0,Organic Search,LinkedIn,Email,Email
L006671,,C016,High Value Customer Campaign,Email,2025-05-21,,India,Pune,South,Desktop,55+,Lost,0.0,Organic Search,Facebook Ads,Organic Search,Email
L006672,,C017,Mobile App Acquisition,Google Ads,2025-01-28,,Australia,Toronto,West,Mobile,55+,Lost,0.0,Google Ads,Google Ads,Facebook Ads,Google Ads
L006673,,C003,Instagram Product Launch,Instagram,2025-04-10,,UK,London,West,Mobile,55+,Lost,0.0,Instagram,Instagram,Instagram,Instagram
L006674,CUST006673,C010,Influencer Awareness,Instagram,2025-07-06,2025-08-20,UAE,New York,South,Desktop,45-54,Customer,1577.31,YouTube,Email,Facebook Ads,Instagram
L006675,,C005,LinkedIn B2B Leads,LinkedIn,2026-01-28,,Germany,Delhi,North,Mobile,18-24,Lost,0.0,Organic Search,Facebook Ads,Instagram,LinkedIn
L006676,,C014,Festival Performance Ads,Facebook Ads,2025-11-07,,USA,Delhi,West,Desktop,35-44,Qualified,0.0,Organic Search,Email,Organic Search,Facebook Ads
L006677,,C013,YouTube Product Demo,YouTube,2025-09-18,,Canada,Dubai,West,Desktop,25-34,Lost,0.0,Facebook Ads,Email,YouTube,YouTube
L006678,CUST006677,C006,Email Retention Q3,Email,2025-03-10,2025-03-13,UAE,Chennai,South,Mobile,25-34,Customer,1708.3,LinkedIn,Instagram,Facebook Ads,Email
L006679,,C012,B2B Webinar Leads,LinkedIn,2025-02-07,,Germany,Pune,East,Desktop,55+,Lost,0.0,Facebook Ads,LinkedIn,Google Ads,LinkedIn
L006680,,C008,Meta Retargeting,Facebook Ads,2025-03-07,,India,Ahmedabad,North,Mobile,35-44,Lost,0.0,YouTube,Email,Instagram,Facebook Ads
L006681,,C005,LinkedIn B2B Leads,LinkedIn,2026-04-20,,Canada,Delhi,North,Tablet,35-44,Lost,0.0,YouTube,Facebook Ads,Email,LinkedIn
L006682,,C015,SEO Content Campaign,Organic Search,2026-05-09,,Canada,Kolkata,West,Desktop,45-54,Qualified,0.0,Facebook Ads,YouTube,Organic Search,Organic Search
L006683,CUST006682,C016,High Value Customer Campaign,Email,2026-04-12,2026-04-21,USA,Mumbai,Central,Desktop,35-44,Customer,770.85,Email,Organic Search,Organic Search,Email
L006684,,C001,Google Search Summer Sale,Google Ads,2025-03-05,,Australia,New York,South,Desktop,25-34,Lost,0.0,Google Ads,Google Ads,Facebook Ads,Google Ads
L006685,,C016,High Value Customer Campaign,Email,2025-06-29,,Canada,Delhi,West,Tablet,25-34,Lost,0.0,Email,Facebook Ads,Instagram,Email
L006686,,C005,LinkedIn B2B Leads,LinkedIn,2025-04-09,,USA,Chennai,South,Tablet,25-34,Lost,0.0,Organic Search,Email,LinkedIn,LinkedIn
L006687,,C003,Instagram Product Launch,Instagram,2026-06-21,,USA,Ahmedabad,North,Desktop,25-34,Lost,0.0,Facebook Ads,Organic Search,Email,Instagram
L006688,,C020,Year End Mega Sale,Google Ads,2025-10-31,,UAE,Dubai,Central,Desktop,25-34,Lost,0.0,YouTube,Google Ads,YouTube,Google Ads
L006689,,C015,SEO Content Campaign,Organic Search,2025-03-14,,Germany,New York,Central,Desktop,35-44,Qualified,0.0,Facebook Ads,Facebook Ads,LinkedIn,Organic Search
L006690,,C013,YouTube Product Demo,YouTube,2026-07-01,,Australia,London,Central,Mobile,35-44,Lost,0.0,Email,Google Ads,YouTube,YouTube
L006691,,C016,High Value Customer Campaign,Email,2025-05-23,,Germany,Pune,East,Mobile,55+,Lost,0.0,Google Ads,YouTube,Email,Email
L006692,,C011,Cart Recovery Email,Email,2025-08-02,,Australia,Delhi,North,Desktop,25-34,Lost,0.0,Instagram,Organic Search,Email,Email
L006693,,C002,Meta New Customer Push,Facebook Ads,2025-11-01,,UK,Bengaluru,North,Mobile,35-44,Lost,0.0,LinkedIn,Instagram,YouTube,Facebook Ads
L006694,,C006,Email Retention Q3,Email,2026-02-18,,UAE,Pune,East,Tablet,18-24,Qualified,0.0,Google Ads,LinkedIn,Email,Email
L006695,,C006,Email Retention Q3,Email,2025-12-11,,Canada,Chennai,South,Tablet,25-34,Qualified,0.0,Email,Facebook Ads,LinkedIn,Email
L006696,,C014,Festival Performance Ads,Facebook Ads,2026-08-21,,India,New York,Central,Mobile,45-54,Lost,0.0,Organic Search,Organic Search,Organic Search,Facebook Ads
L006697,,C011,Cart Recovery Email,Email,2026-05-09,,UAE,Hyderabad,East,Desktop,55+,Lost,0.0,Organic Search,Facebook Ads,Organic Search,Email
L006698,,C008,Meta Retargeting,Facebook Ads,2025-05-05,,India,Kolkata,South,Mobile,18-24,Lost,0.0,LinkedIn,Instagram,Google Ads,Facebook Ads
L006699,,C008,Meta Retargeting,Facebook Ads,2026-02-12,,Canada,Dubai,Central,Desktop,25-34,Lost,0.0,Google Ads,Google Ads,Instagram,Facebook Ads
L006700,,C001,Google Search Summer Sale,Google Ads,2025-08-24,,UAE,Kolkata,East,Desktop,25-34,Lost,0.0,Instagram,YouTube,Google Ads,Google Ads
L006701,,C007,Google Display Remarketing,Google Ads,2025-12-10,,Germany,Ahmedabad,East,Desktop,45-54,Lost,0.0,Facebook Ads,LinkedIn,LinkedIn,Google Ads
L006702,,C006,Email Retention Q3,Email,2026-06-05,,Germany,Toronto,North,Mobile,55+,Lost,0.0,Email,YouTube,Google Ads,Email
L006703,,C008,Meta Retargeting,Facebook Ads,2026-06-11,,UAE,New York,West,Mobile,35-44,Lost,0.0,YouTube,YouTube,Google Ads,Facebook Ads
L006704,,C019,Enterprise ABM,LinkedIn,2025-03-05,,UAE,Delhi,Central,Mobile,45-54,Lost,0.0,Google Ads,Google Ads,Instagram,LinkedIn
L006705,,C020,Year End Mega Sale,Google Ads,2026-05-17,,Germany,Bengaluru,South,Mobile,35-44,Qualified,0.0,LinkedIn,Facebook Ads,Email,Google Ads
L006706,,C008,Meta Retargeting,Facebook Ads,2025-01-11,,UAE,Kolkata,South,Tablet,55+,Lost,0.0,YouTube,Email,Facebook Ads,Facebook Ads
L006707,,C014,Festival Performance Ads,Facebook Ads,2026-08-30,,Australia,Pune,North,Mobile,25-34,Qualified,0.0,Facebook Ads,Organic Search,Organic Search,Facebook Ads
L006708,,C018,Social Video Conversion,Instagram,2026-03-06,,India,Toronto,North,Tablet,25-34,Lost,0.0,Organic Search,YouTube,Organic Search,Instagram
L006709,,C016,High Value Customer Campaign,Email,2025-10-28,,Germany,Toronto,East,Desktop,45-54,Lost,0.0,Facebook Ads,LinkedIn,Organic Search,Email
L006710,,C009,Holiday Shopping Promo,Google Ads,2025-09-03,,India,Dubai,Central,Mobile,55+,Lost,0.0,Google Ads,Organic Search,LinkedIn,Google Ads
L006711,,C015,SEO Content Campaign,Organic Search,2026-08-12,,Australia,Kolkata,East,Tablet,25-34,Lost,0.0,Instagram,LinkedIn,Google Ads,Organic Search
L006712,,C010,Influencer Awareness,Instagram,2025-04-04,,Germany,London,West,Mobile,45-54,Lost,0.0,Organic Search,YouTube,Instagram,Instagram
L006713,CUST006712,C016,High Value Customer Campaign,Email,2025-11-11,2025-11-25,Germany,Toronto,Central,Mobile,45-54,Customer,614.97,Email,Facebook Ads,Organic Search,Email
L006714,,C004,YouTube Brand Awareness,YouTube,2025-06-02,,Australia,Ahmedabad,West,Desktop,25-34,Lost,0.0,Google Ads,YouTube,Facebook Ads,YouTube
L006715,CUST006714,C020,Year End Mega Sale,Google Ads,2025-08-28,2025-09-09,Germany,Chennai,Central,Mobile,25-34,Customer,540.06,Organic Search,Organic Search,Organic Search,Google Ads
L006716,,C013,YouTube Product Demo,YouTube,2025-05-20,,Australia,Toronto,South,Mobile,25-34,Qualified,0.0,Facebook Ads,YouTube,Organic Search,YouTube
L006717,,C005,LinkedIn B2B Leads,LinkedIn,2026-08-20,,Germany,Hyderabad,East,Desktop,35-44,Lost,0.0,Organic Search,Email,Google Ads,LinkedIn
L006718,,C007,Google Display Remarketing,Google Ads,2025-08-04,,Canada,Ahmedabad,West,Desktop,55+,Lost,0.0,LinkedIn,YouTube,Instagram,Google Ads
L006719,,C009,Holiday Shopping Promo,Google Ads,2026-01-05,,UK,London,South,Desktop,35-44,Lost,0.0,Instagram,LinkedIn,Facebook Ads,Google Ads
L006720,,C008,Meta Retargeting,Facebook Ads,2025-10-20,,India,Dubai,South,Mobile,45-54,Qualified,0.0,Facebook Ads,Organic Search,Email,Facebook Ads
L006721,,C016,High Value Customer Campaign,Email,2025-08-29,,UAE,Pune,West,Mobile,25-34,Lost,0.0,Instagram,Google Ads,Facebook Ads,Email
L006722,CUST006721,C006,Email Retention Q3,Email,2026-06-19,2026-08-01,Canada,Mumbai,Central,Mobile,25-34,Customer,1649.06,YouTube,LinkedIn,Facebook Ads,Email
L006723,,C016,High Value Customer Campaign,Email,2025-11-17,,India,Bengaluru,South,Desktop,35-44,Qualified,0.0,Google Ads,Instagram,Google Ads,Email
L006724,,C006,Email Retention Q3,Email,2025-02-14,,Canada,Chennai,East,Mobile,35-44,Qualified,0.0,YouTube,Organic Search,LinkedIn,Email
L006725,CUST006724,C014,Festival Performance Ads,Facebook Ads,2026-08-09,2026-08-15,India,London,South,Mobile,35-44,Customer,867.06,YouTube,LinkedIn,YouTube,Facebook Ads
L006726,,C001,Google Search Summer Sale,Google Ads,2025-10-11,,UK,Dubai,East,Mobile,18-24,Lost,0.0,Instagram,LinkedIn,Instagram,Google Ads
L006727,,C009,Holiday Shopping Promo,Google Ads,2026-08-07,,USA,London,West,Desktop,25-34,Lost,0.0,Instagram,Google Ads,Instagram,Google Ads
L006728,,C013,YouTube Product Demo,YouTube,2026-07-07,,Canada,Kolkata,West,Mobile,35-44,Lost,0.0,Instagram,YouTube,Email,YouTube
L006729,,C019,Enterprise ABM,LinkedIn,2025-07-31,,Australia,Delhi,Central,Mobile,25-34,Lost,0.0,Instagram,Google Ads,Facebook Ads,LinkedIn
L006730,,C017,Mobile App Acquisition,Google Ads,2025-03-28,,Germany,Hyderabad,Central,Desktop,25-34,Lost,0.0,Email,Instagram,Organic Search,Google Ads
L006731,,C011,Cart Recovery Email,Email,2025-01-07,,USA,Delhi,Central,Desktop,25-34,Lost,0.0,Organic Search,YouTube,YouTube,Email
L006732,,C008,Meta Retargeting,Facebook Ads,2026-04-04,,UK,Pune,North,Desktop,18-24,Lost,0.0,Email,Organic Search,Organic Search,Facebook Ads
L006733,,C005,LinkedIn B2B Leads,LinkedIn,2025-07-02,,UAE,London,East,Tablet,18-24,Lost,0.0,Instagram,Instagram,YouTube,LinkedIn
L006734,,C010,Influencer Awareness,Instagram,2025-11-24,,Canada,London,West,Mobile,45-54,Lost,0.0,Organic Search,Google Ads,Google Ads,Instagram
